,population
4585,3718
4586,197326
4587,216493
4588,6676
4589,4000
4590,10176
4591,19850
4592,9792
4593,7200
4594,5000
4595,6500
4596,6909
4597,3150
4598,3960
4599,5520
4600,4000
4601,4120
4602,6578
4603,1831
4604,7910
4605,15031
4606,1213
4607,7560
4608,7157
4609,4435
4610,7929
4611,10807
4612,15264
4613,7961
4614,6377
4615,6017
4616,3543
4617,10454
4618,4120
4619,18525
4620,8960
4621,7200
4622,3210
4623,8406
4624,7545
4625,15030
4626,43995
4627,10769
4628,8064
4629,4840
4630,33750
4631,63118
4632,6879
4633,4000
4634,13600
4635,23954
4636,3588
4637,1154
4638,130244
4639,15240
4640,5100
4641,63991
4642,11934
4643,18253
4644,5764
4645,8400
4646,8584
4647,44093
4648,75132
4649,22703
4650,8645
4651,7440
4652,32670
4653,9750
4654,117612
4655,6250
4656,3750
4657,5000
4658,12134
4659,1950
4660,6000
4661,6120
4662,8400
4663,10752
4664,7280
4665,3984
4666,7208
4667,8290
4668,5000
4669,4670
4670,5146
4671,5500
4672,10202
4673,11240
4674,4920
4675,9549
4676,10687
4677,4089
4678,12047
4679,4400
4680,8400
4681,3976
4682,4000
4683,45738
4684,4000
4685,9752
4686,7081
4687,4397
4688,5175
4689,5402
4690,4169
4691,4254
4692,14766
4693,12696
4694,12030
4695,4461
4696,17811
4697,3870
4698,5225
4699,9517
4700,4200
4701,9378
4702,12250
4703,4708
4704,9120
4705,3040
4706,5214
4707,11765
4708,1712
4709,56628
4710,2079
4711,4600
4712,5100
4713,7242
4714,7200
4715,17349
4716,5040
4717,4056
4718,4000
4719,6000
4720,8250
4721,10590
4722,5750
4723,12196
4724,5300
4725,6818
4726,36183
4727,15704
4728,10018
4729,12420
4730,10032
4731,6360
4732,9720
4733,35261
4734,48787
4735,3522
4736,8800
4737,3000
4738,2958
4739,10341
4740,8775
4741,31510
4742,3090
4743,7821
4744,10256
4745,4627
4746,6720
4747,2551
4748,11200
4749,6380
4750,10881
4751,6300
4752,5200
4753,7171
4754,8100
4755,1618
4756,5900
4757,9900
4758,5350
4759,13806
4760,16264
4761,4140
4762,8442
4763,9876
4764,6800
4765,5973
4766,8208
4767,6350
4768,20524
4769,6500
4770,7500
4771,39370
4772,8748
4773,1040
4774,6754
4775,12026
4776,7836
4777,47250
4778,12240
4779,14913
4780,8263
4781,5137
4782,11250
4783,5001
4784,12042
4785,8820
4786,7140
4787,1850
4788,4000
4789,94525
4790,25175
4791,8500
4792,4500
4793,2306
4794,7120
4795,3825
4796,9576
4797,7603
4798,4220
4799,9450
4800,7400
4801,8088
4802,78408
4803,5120
4804,13862
4805,12745
4806,13054
4807,7700
4808,6093
4809,11656
4810,9330
4811,7500
4812,4600
4813,8800
4814,4268
4815,37904
4816,7245
4817,5034
4818,5950
4819,7733
4820,4694
4821,4400
4822,15120
4823,3960
4824,16145
4825,5000
4826,6110
4827,9956
4828,35621
4829,3090
4830,7897
4831,7423
4832,3211
4833,5000
4834,9000
4835,7790
4836,4750
4837,7686
4838,19501
4839,9200
4840,4418
4841,7857
4842,8230
4843,7300
4844,4590
4845,9824
4846,1706
4847,3738
4848,10362
4849,9720
4850,1960
4851,7910
4852,6225
4853,3671
4854,7006
4855,4972
4856,10125
4857,7125
4858,9000
4859,8208
4860,10000
4861,7280
4862,6818
4863,5664
4864,6911
4865,10050
4866,110579
4867,36384
4868,5900
4869,35880
4870,224334
4871,78408
4872,20700
4873,20700
4874,7575
4875,7172
4876,4614
4877,6534
4878,4875
4879,5110
4880,9769
4881,10400
4882,7931
4883,17739
4884,7350
4885,7560
4886,9538
4887,35273
4888,8050
4889,7620
4890,5000
4891,5250
4892,88909
4893,7350
4894,11996
4895,18360
4896,3986
4897,5791
4898,4800
4899,10573
4900,9401
4901,4500
4902,72309
4903,9500
4904,7264
4905,10080
4906,15028
4907,5757
4908,10794
4909,13751
4910,3188
4911,7350
4912,13392
4913,9994
4914,4500
4915,13495
4916,1201
4917,2970
4918,7650
4919,11422
4920,6120
4921,2147
4922,16672
4923,16672
4924,9527
4925,9678
4926,18935
4927,6495
4928,8331
4929,5067
4930,10500
4931,6355
4932,20023
4933,5451
4934,5760
4935,7020
4936,3245
4937,7200
4938,11072
4939,22860
4940,7632
4941,8679
4942,217800
4943,38985
4944,118047
4945,9320
4946,7840
4947,6099
4948,8400
4949,41250
4950,9225
4951,5048
4952,5000
4953,6324
4954,43647
4955,6574
4956,5100
4957,2064
4958,5011
4959,12528
4960,5700
4961,7200
4962,6680
4963,9154
4964,14892
4965,8374
4966,85377
4967,131116
4968,7126
4969,7875
4970,1279
4971,8925
4972,4932
4973,5102
4974,14219
4975,5000
4976,34335
4977,6000
4978,7440
4979,4280
4980,5584
4981,9600
4982,5758
4983,36254
4984,11816
4985,3060
4986,20446
4987,12686
4988,10275
4989,9133
4990,10798
4991,10541
4992,8085
4993,5750
4994,5803
4995,9900
4996,15844
4997,10517
4998,11413
4999,4080
5000,13054
5001,19850
5002,6435
5003,36817
5004,8000
5005,8936
5006,7500
5007,6300
5008,4750
5009,3962
5010,4455
5011,5922
5012,7860
5013,4440
5014,4080
5015,15000
5016,5100
5017,9620
5018,6750
5019,12231
5020,2578
5021,5316
5022,14630
5023,4450
5024,14757
5025,4500
5026,13891
5027,7200
5028,8615
5029,77536
5030,5400
5031,7102
5032,74390
5033,4800
5034,6731
5035,7606
5036,8089
5037,7807
5038,7615
5039,8738
5040,16650
5041,1032
5042,3300
5043,9480
5044,12443
5045,11249
5046,3500
5047,7938
5048,8779
5049,20000
5050,7552
5051,35782
5052,6000
5053,108900
5054,4000
5055,7560
5056,8459
5057,15160
5058,4760
5059,111078
5060,9055
5061,5207
5062,7296
5063,60123
5064,1516
5065,4000
5066,8160
5067,11895
5068,2386
5069,4663
5070,12813
5071,10092
5072,8778
5073,434728
5074,10375
5075,15600
5076,6380
5077,9478
5078,7280
5079,1763
5080,8058
5081,214315
5082,6124
5083,7482
5084,10043
5085,1778
5086,8750
5087,8100
5088,81893
5089,33747
5090,7000
5091,2250
5092,9825
5093,3060
5094,5250
5095,3136
5096,14000
5097,12238
5098,11319
5099,10422
5100,8100
5101,94525
5102,9725
5103,3400
5104,28185
5105,3000
5106,7245
5107,9681
5108,7984
5109,5499
5110,8820
5111,7335
5112,40575
5113,2640
5114,4200
5115,7350
5116,4500
5117,13912
5118,7500
5119,2699
5120,8015
5121,7560
5122,10403
5123,150282
5124,9342
5125,20018
5126,6078
5127,40106
5128,7200
5129,7452
5130,7600
5131,8580
5132,16249
5133,6384
5134,7210
5135,3451
5136,5349
5137,8380
5138,4505
5139,6000
5140,7700
5141,6969
5142,14667
5143,4500
5144,9000
5145,8455
5146,9812
5147,7670
5148,6556
5149,8442
5150,7427
5151,9957
5152,9600
5153,3757
5154,8399
5155,5185
5156,4394
5157,7686
5158,4268
5159,6180
5160,9420
5161,13300
5162,25697
5163,6810
5164,8505
5165,11250
5166,7728
5167,4203
5168,2100
5169,7373
5170,10951
5171,7110
5172,14972
5173,7140
5174,7885
5175,8800
5176,7875
5177,13000
5178,15438
5179,3896
5180,6690
5181,2421
5182,12633
5183,7680
5184,18099
5185,5016
5186,4930
5187,9126
5188,4000
5189,3101
5190,10800
5191,4038
5192,54450
5193,3600
5194,11877
5195,18450
5196,3885
5197,13002
5198,11866
5199,9732
5200,2400
5201,7725
5202,12972
5203,2833
5204,33801
5205,11588
5206,10400
5207,7778
5208,8800
5209,5700
5210,6600
5211,4000
5212,9554
5213,7350
5214,13609
5215,19991
5216,7258
5217,8980
5218,7300
5219,6141
5220,8316
5221,5122
5222,7778
5223,8131
5224,5490
5225,8320
5226,6509
5227,5612
5228,392475
5229,2992
5230,3000
5231,26359
5232,3072
5233,9361
5234,9549
5235,4080
5236,10815
5237,16170
5238,43847
5239,7123
5240,8904
5241,4959
5242,9451
5243,15528
5244,7667
5245,7667
5246,7906
5247,7200
5248,8412
5249,8498
5250,8550
5251,12094
5252,12094
5253,4650
5254,7709
5255,12005
5256,5000
5257,7598
5258,5000
5259,5200
5260,8850
5261,15750
5262,1994
5263,7208
5264,3766
5265,10016
5266,35012
5267,7278
5268,5510
5269,4900
5270,55387
5271,10370
5272,8250
5273,8250
5274,7500
5275,9253
5276,7200
5277,6991
5278,10236
5279,7884
5280,4284
5281,150270
5282,15916
5283,8560
5284,43560
5285,7700
5286,9654
5287,19000
5288,6000
5289,27007
5290,6615
5291,18335
5292,8840
5293,3997
5294,4800
5295,8051
5296,3708
5297,8800
5298,7464
5299,14404
5300,14695
5301,7095
5302,7601
5303,8236
5304,12320
5305,7724
5306,8475
5307,62365
5308,35062
5309,7620
5310,8676
5311,3135
5312,7955
5313,7620
5314,7482
5315,8009
5316,16770
5317,4120
5318,17583
5319,4080
5320,7144
5321,8775
5322,3000
5323,7643
5324,9435
5325,3330
5326,10240
5327,8208
5328,5280
5329,43017
5330,7117
5331,4004
5332,16000
5333,7560
5334,2192
5335,9314
5336,5520
5337,14834
5338,7345
5339,8645
5340,10064
5341,10064
5342,118483
5343,87213
5344,8801
5345,4499
5346,7800
5347,8040
5348,4815
5349,1613
5350,5750
5351,32780
5352,23400
5353,213879
5354,9292
5355,30007
5356,4232
5357,4120
5358,3253
5359,9187
5360,4408
5361,9001
5362,5100
5363,6964
5364,8160
5365,5250
5366,9126
5367,9750
5368,9486
5369,2550
5370,11349
5371,9205
5372,5850
5373,7247
5374,5200
5375,9625
5376,11662
5377,12033
5378,9155
5379,6400
5380,14134
5381,7580
5382,7700
5383,4512
5384,5000
5385,15873
5386,5080
5387,14217
5388,4500
5389,10210
5390,4780
5391,20466
5392,9690
5393,13218
5394,108900
5395,9000
5396,5000
5397,8108
5398,13300
5399,3899
5400,8325
5401,89298
5402,7882
5403,1387
5404,8798
5405,6781
5406,8000
5407,6090
5408,9600
5409,15075
5410,40946
5411,12141
5412,10800
5413,7000
5414,5400
5415,5934
5416,9578
5417,8565
5418,6835
5419,7540
5420,5065
5421,6540
5422,10500
5423,8000
5424,29163
5425,7560
5426,3094
5427,67518
5428,54048
5429,8100
5430,15783
5431,6536
5432,5979
5433,5500
5434,8346
5435,4400
5436,6180
5437,6826
5438,23522
5439,12719
5440,13063
5441,12462
5442,18265
5443,8062
5444,4698
5445,4290
5446,3680
5447,6350
5448,8750
5449,17208
5450,5825
5451,13402
5452,5250
5453,43560
5454,8640
5455,4500
5456,100681
5457,3995
5458,8118
5459,11141
5460,53574
5461,98881
5462,12750
5463,8182
5464,8400
5465,6192
5466,50094
5467,22081
5468,6400
5469,4600
5470,7208
5471,13503
5472,10090
5473,9083
5474,7660
5475,19978
5476,5900
5477,12987
5478,7040
5479,6000
5480,105850
5481,8613
5482,6605
5483,7500
5484,4000
5485,7480
5486,40003
5487,5546
5488,8534
5489,8469
5490,7553
5491,8750
5492,13235
5493,41325
5494,11603
5495,6515
5496,4400
5497,6120
5498,5043
5499,8336
5500,8322
5501,7991
5502,5120
5503,6002
5504,6533
5505,5665
5506,8750
5507,9436
5508,9580
5509,6041
5510,9750
5511,10560
5512,51836
5513,19709
5514,21780
5515,3497
5516,6967
5517,7200
5518,35536
5519,7875
5520,5000
5521,8628
5522,62726
5523,8378
5524,7120
5525,10440
5526,12330
5527,11000
5528,23781
5529,2581
5530,10018
5531,8385
5532,7376
5533,4800
5534,3740
5535,1086
5536,6356
5537,20588
5538,3920
5539,7260
5540,8050
5541,7947
5542,6000
5543,9240
5544,8430
5545,6775
5546,7865
5547,5455
5548,8624
5549,5000
5550,7198
5551,17674
5552,6758
5553,8060
5554,8159
5555,9353
5556,4000
5557,20720
5558,7754
5559,3507
5560,15426
5561,35000
5562,6191
5563,8547
5564,7200
5565,21890
5566,1536
5567,5120
5568,6213
5569,5307
5570,6825
5571,7405
5572,3000
5573,4000
5574,10425
5575,12720
5576,8848
5577,8100
5578,10247
5579,10080
5580,9794
5581,4668
5582,10600
5583,11858
5584,13816
5585,7854
5586,15000
5587,13789
5588,6504
5589,17919
5590,9000
5591,9697
5592,4206
5593,4206
5594,4195
5595,5948
5596,6145
5597,4727
5598,14374
5599,11659
5600,13515
5601,8775
5602,7665
5603,4838
5604,7920
5605,9516
5606,4046
5607,6027
5608,112750
5609,11201
5610,8000
5611,7200
5612,11325
5613,9720
5614,8400
5615,7950
5616,3040
5617,9088
5618,13700
5619,6867
5620,4080
5621,4746
5622,8085
5623,6394
5624,11225
5625,5600
5626,15236
5627,4000
5628,7904
5629,10225
5630,43710
5631,8930
5632,14982
5633,5662
5634,15757
5635,7740
5636,11242
5637,7344
5638,5000
5639,2685
5640,1103
5641,9225
5642,8960
5643,3990
5644,110642
5645,5400
5646,2199
5647,5400
5648,19821
5649,2970
5650,11108
5651,4171
5652,8400
5653,7000
5654,10464
5655,7528
5656,41041
5657,6700
5658,13927
5659,9546
5660,2533
5661,10137
5662,28014
5663,7767
5664,4440
5665,8250
5666,19593
5667,12796
5668,9112
5669,5925
5670,9600
5671,1500
5672,42733
5673,15312
5674,5289
5675,4500
5676,10189
5677,9600
5678,5956
5679,9430
5680,10189
5681,9400
5682,5000
5683,9926
5684,7000
5685,13348
5686,7500
5687,8301
5688,7216
5689,4560
5690,24500
5691,9828
5692,10074
5693,4057
5694,9672
5695,9672
5696,4543
5697,4500
5698,9786
5699,5700
5700,7827
5701,9838
5702,13180
5703,10229
5704,6650
5705,100623
5706,10260
5707,5756
5708,10433
5709,6049
5710,4549
5711,17235
5712,7245
5713,8100
5714,4000
5715,8444
5716,9409
5717,8174
5718,16219
5719,188760
5720,3516
5721,9370
5722,218472
5723,12091
5724,12091
5725,6061
5726,5080
5727,7230
5728,4080
5729,9320
5730,11835
5731,8144
5732,1728
5733,6328
5734,204296
5735,4097
5736,52272
5737,6236
5738,6000
5739,9362
5740,8353
5741,3000
5742,11340
5743,7859
5744,3700
5745,7500
5746,9900
5747,4000
5748,6918
5749,11972
5750,3876
5751,6218
5752,6250
5753,1280
5754,34290
5755,12426
5756,7617
5757,7617
5758,7484
5759,7484
5760,11774
5761,4496
5762,9959
5763,9318
5764,1540
5765,3500
5766,7500
5767,31850
5768,8029
5769,14353
5770,4600
5771,9525
5772,7200
5773,25211
5774,11970
5775,8809
5776,4750
5777,4800
5778,10800
5779,10160
5780,8683
5781,159865
5782,10637
5783,13475
5784,3200
5785,1032
5786,29224
5787,4286
5788,9600
5789,111514
5790,8100
5791,16928
5792,4750
5793,86636
5794,3000
5795,7800
5796,36218
5797,34680
5798,3375
5799,10844
5800,762
5801,7455
5802,17532
5803,22651
5804,6160
5805,5544
5806,5200
5807,12245
5808,7280
5809,5650
5810,4500
5811,3794
5812,5000
5813,8248
5814,292288
5815,3825
5816,10152
5817,5467
5818,6111
5819,9000
5820,8429
5821,1222
5822,8160
5823,7500
5824,9583
5825,8075
5826,572
5827,6600
5828,7251
5829,13000
5830,7200
5831,74358
5832,24501
5833,8327
5834,25150
5835,5100
5836,7575
5837,7789
5838,6000
5839,14197
5840,11475
5841,132858
5842,11690
5843,5846
5844,9000
5845,3840
5846,12690
5847,6856
5848,7589
5849,4235
5850,21000
5851,217800
5852,3730
5853,6000
5854,7200
5855,5000
5856,4700
5857,4700
5858,6000
5859,9123
5860,7200
5861,9580
5862,4500
5863,2296
5864,8000
5865,48257
5866,4750
5867,9800
5868,11900
5869,9630
5870,4200
5871,3400
5872,9719
5873,11835
5874,29347
5875,5058
5876,11733
5877,3048
5878,5526
5879,6050
5880,20412
5881,1749
5882,7200
5883,7680
5884,6315
5885,2400
5886,10702
5887,6000
5888,8887
5889,5346
5890,6344
5891,4118
5892,2016
5893,2500
5894,8906
5895,9960
5896,4592
5897,11407
5898,8000
5899,6603
5900,4800
5901,14408
5902,11200
5903,3600
5904,39848
5905,60720
5906,5000
5907,8800
5908,10375
5909,28750
5910,7738
5911,3600
5912,15496
5913,9600
5914,9638
5915,4000
5916,8636
5917,3400
5918,9639
5919,35074
5920,45738
5921,69260
5922,18129
5923,6000
5924,5000
5925,4590
5926,7202
5927,28600
5928,2400
5929,15258
5930,7719
5931,85728
5932,4500
5933,7128
5934,20301
5935,37843
5936,22518
5937,7800
5938,9248
5939,16921
5940,10160
5941,4128
5942,6200
5943,3700
5944,1606
5945,9240
5946,5000
5947,4182
5948,9871
5949,15701
5950,8424
5951,8185
5952,1827
5953,6222
5954,7869
5955,8190
5956,9397
5957,5936
5958,17000
5959,10423
5960,4332
5961,31796
5962,4960
5963,25500
5964,4000
5965,6000
5966,7355
5967,43838
5968,10023
5969,7281
5970,6270
5971,6677
5972,6675
5973,6675
5974,3933
5975,6500
5976,7620
5977,169448
5978,7210
5979,9737
5980,7000
5981,12833
5982,9800
5983,9605
5984,7590
5985,7923
5986,10488
5987,6807
5988,3250
5989,6092
5990,13894
5991,4524
5992,3128
5993,10744
5994,4000
5995,17800
5996,43560
5997,7754
5998,15143
5999,3905
6000,7193
6001,34991
6002,219106
6003,6911
6004,5310
6005,12300
6006,8284
6007,8996
6008,9586
6009,6280
6010,13970
6011,18042
6012,4501
6013,8737
6014,5520
6015,4800
6016,2332
6017,5500
6018,53143
6019,10542
6020,7800
6021,19843
6022,10800
6023,9650
6024,6621
6025,3600
6026,8530
6027,4515
6028,9990
6029,3485
6030,40386
6031,7200
6032,12080
6033,8640
6034,989
6035,21096
6036,5250
6037,4500
6038,8086
6039,5202
6040,32234
6041,13296
6042,10200
6043,6613
6044,5366
6045,18000
6046,10416
6047,4000
6048,9571
6049,36601
6050,13350
6051,6000
6052,13129
6053,5880
6054,7680
6055,7374
6056,9301
6057,6720
6058,5000
6059,9400
6060,5300
6061,10521
6062,8400
6063,1795
6064,16376
6065,12106
6066,5223
6067,8571
6068,1330
6069,8621
6070,5232
6071,2378
6072,22547
6073,10560
6074,4600
6075,7200
6076,12208
6077,6224
6078,5700
6079,5000
6080,3866
6081,4569
6082,4823
6083,7350
6084,867
6085,5832
6086,4800
6087,10960
6088,61419
6089,6488
6090,175421
6091,13227
6092,8848
6093,6536
6094,12560
6095,167706
6096,8726
6097,7000
6098,48743
6099,4270
6100,3000
6101,13288
6102,48292
6103,36116
6104,7040
6105,64469
6106,9990
6107,11000
6108,3860
6109,7500
6110,10183
6111,8719
6112,7414
6113,7200
6114,8426
6115,923
6116,9520
6117,19602
6118,8937
6119,7023
6120,5000
6121,8580
6122,8100
6123,11310
6124,2640
6125,3075
6126,19439
6127,1607
6128,241200
6129,5109
6130,2760
6131,7000
6132,7440
6133,8154
6134,3574
6135,16564
6136,7640
6137,3143
6138,6000
6139,11080
6140,9773
6141,17389
6142,12950
6143,8018
6144,1822
6145,75794
6146,8626
6147,8000
6148,7200
6149,6269
6150,3844
6151,10860
6152,7920
6153,20000
6154,18167
6155,7242
6156,5760
6157,4400
6158,11625
6159,10395
6160,7700
6161,6120
6162,21000
6163,35218
6164,8667
6165,4400
6166,9600
6167,190357
6168,3015
6169,4032
6170,3600
6171,8680
6172,6750
6173,17630
6174,6695
6175,14985
6176,6300
6177,9086
6178,6202
6179,3139
6180,9484
6181,7416
6182,21138
6183,5750
6184,8540
6185,6900
6186,8335
6187,3000
6188,14071
6189,9200
6190,4800
6191,11343
6192,2196
6193,4886
6194,13755
6195,7200
6196,35008
6197,5354
6198,9000
6199,3982
6200,7311
6201,4000
6202,4500
6203,60392
6204,9600
6205,8190
6206,5750
6207,6731
6208,10245
6209,7074
6210,9030
6211,3333
6212,7800
6213,5200
6214,5800
6215,8625
6216,7470
6217,8000
6218,6994
6219,215186
6220,6300
6221,7826
6222,2500
6223,4445
6224,8540
6225,9720
6226,7757
6227,9323
6228,6985
6229,1113
6230,7412
6231,6031
6232,7232
6233,10450
6234,59242
6235,7861
6236,10500
6237,2482
6238,8428
6239,10051
6240,1349
6241,5750
6242,6832
6243,9729
6244,191228
6245,8400
6246,24969
6247,10800
6248,6200
6249,4855
6250,1444
6251,8403
6252,7491
6253,10323
6254,11340
6255,5192
6256,9597
6257,30144
6258,4410
6259,8641
6260,4000
6261,4320
6262,3600
6263,7572
6264,6000
6265,13189
6266,9244
6267,5128
6268,5994
6269,1438
6270,8376
6271,3060
6272,6000
6273,4812
6274,10510
6275,7392
6276,4845
6277,12142
6278,10000
6279,3560
6280,2370
6281,12746
6282,5700
6283,7475
6284,5940
6285,28718
6286,4865
6287,210254
6288,7350
6289,8302
6290,4200
6291,9537
6292,11920
6293,7647
6294,13068
6295,6240
6296,10109
6297,9671
6298,3497
6299,7200
6300,7200
6301,6947
6302,7840
6303,9324
6304,2000
6305,35438
6306,4900
6307,15093
6308,5400
6309,5280
6310,12408
6311,7231
6312,5000
6313,3960
6314,10000
6315,8280
6316,30083
6317,3060
6318,8400
6319,9176
6320,5107
6321,8000
6322,22486
6323,9140
6324,5040
6325,13095
6326,5743
6327,15151
6328,15260
6329,8366
6330,16262
6331,4640
6332,14874
6333,6183
6334,6000
6335,8510
6336,10731
6337,10480
6338,1950
6339,9230
6340,16000
6341,9622
6342,6715
6343,2244
6344,12675
6345,4800
6346,4800
6347,12193
6348,6408
6349,5500
6350,6696
6351,6291
6352,1656
6353,9652
6354,6150
6355,7809
6356,33888
6357,7345
6358,7700
6359,7291
6360,7831
6361,7328
6362,1360
6363,10853
6364,6804
6365,1564
6366,3360
6367,9520
6368,39446
6369,4500
6370,6635
6371,4500
6372,4500
6373,12413
6374,5257
6375,16748
6376,12811
6377,20620
6378,15500
6379,37500
6380,2366
6381,6000
6382,11900
6383,4211
6384,4225
6385,13430
6386,4600
6387,6770
6388,25641
6389,9784
6390,16582
6391,1075
6392,10037
6393,6000
6394,9600
6395,6537
6396,6500
6397,8314
6398,20031
6399,7000
6400,5050
6401,14800
6402,91681
6403,7790
6404,11276
6405,4000
6406,9623
6407,8227
6408,4800
6409,6800
6410,37642
6411,4499
6412,101494
6413,10500
6414,7412
6415,7500
6416,4838
6417,5100
6418,19193
6419,9600
6420,5100
6421,10875
6422,4200
6423,12368
6424,5858
6425,7560
6426,7223
6427,41022
6428,4922
6429,14986
6430,4800
6431,11396
6432,8700
6433,7034
6434,21562
6435,21562
6436,35000
6437,4875
6438,10181
6439,4000
6440,3960
6441,7334
6442,6206
6443,10625
6444,4200
6445,9714
6446,6200
6447,4800
6448,16000
6449,7215
6450,5159
6451,7560
6452,8125
6453,56192
6454,3300
6455,6250
6456,2975
6457,3988
6458,16050
6459,7389
6460,6773
6461,4800
6462,5225
6463,7350
6464,203860
6465,4060
6466,13280
6467,9312
6468,1481
6469,8725
6470,34175
6471,10623
6472,7370
6473,1750
6474,3475
6475,12447
6476,5050
6477,34689
6478,10911
6479,9350
6480,2400
6481,6308
6482,8700
6483,10440
6484,10630
6485,218235
6486,10948
6487,16410
6488,8100
6489,6697
6490,5390
6491,52769
6492,87991
6493,5500
6494,4323
6495,13981
6496,11100
6497,9268
6498,8767
6499,6134
6500,15586
6501,223462
6502,9600
6503,7615
6504,5150
6505,4000
6506,35255
6507,3825
6508,19401
6509,8600
6510,16110
6511,34527
6512,6990
6513,8164
6514,10454
6515,8670
6516,9750
6517,8819
6518,6349
6519,5200
6520,97574
6521,6000
6522,5250
6523,13590
6524,8188
6525,5000
6526,12614
6527,7740
6528,4008
6529,7900
6530,65340
6531,8117
6532,208737
6533,7384
6534,7384
6535,14800
6536,11050
6537,3200
6538,14033
6539,7902
6540,4635
6541,10843
6542,4936
6543,38258
6544,7500
6545,15907
6546,2825
6547,10958
6548,2036
6549,16800
6550,9150
6551,42800
6552,6916
6553,7172
6554,7490
6555,7905
6556,8906
6557,8384
6558,5875
6559,7283
6560,4534
6561,21074
6562,7920
6563,9520
6564,2890
6565,7410
6566,7546
6567,7633
6568,6920
6569,5100
6570,7200
6571,7700
6572,6604
6573,4375
6574,6783
6575,1578
6576,6120
6577,7826
6578,4750
6579,16117
6580,4268
6581,7860
6582,8503
6583,8611
6584,40887
6585,6400
6586,982
6587,3000
6588,5000
6589,7500
6590,4000
6591,7807
6592,8820
6593,217800
6594,7232
6595,9608
6596,7027
6597,5992
6598,4750
6599,8200
6600,7420
6601,10716
6602,47502
6603,41984
6604,19876
6605,5750
6606,9344
6607,5400
6608,20012
6609,10960
6610,3711
6611,13500
6612,2897
6613,12275
6614,7434
6615,5512
6616,10506
6617,4000
6618,4200
6619,7800
6620,6906
6621,8581
6622,6400
6623,45738
6624,7720
6625,9647
6626,8763
6627,8245
6628,239580
6629,4452
6630,28000
6631,28000
6632,28535
6633,7769
6634,5974
6635,7216
6636,9680
6637,747
6638,4250
6639,10123
6640,9800
6641,9601
6642,9548
6643,8994
6644,27820
6645,2513
6646,9298
6647,9750
6648,13068
6649,6491
6650,12750
6651,5200
6652,4632
6653,7210
6654,3060
6655,32757
6656,10280
6657,1249
6658,12900
6659,6320
6660,10098
6661,10277
6662,8640
6663,4750
6664,7500
6665,5150
6666,5650
6667,6300
6668,5413
6669,9830
6670,11795
6671,5000
6672,9680
6673,9563
6674,6450
6675,13034
6676,7569
6677,7207
6678,19800
6679,4203
6680,10880
6681,8800
6682,8142
6683,4331
6684,5824
6685,8400
6686,4860
6687,8378
6688,2500
6689,15246
6690,28046
6691,920423
6692,7410
6693,12860
6694,4859
6695,9500
6696,10454
6697,6733
6698,9100
6699,10464
6700,8165
6701,10000
6702,1805
6703,34947
6704,9067
6705,10190
6706,7800
6707,7453
6708,4502
6709,6828
6710,4751
6711,10578
6712,8891
6713,7930
6714,13730
6715,14000
6716,4080
6717,10920
6718,4385
6719,9000
6720,9000
6721,6325
6722,6500
6723,4322
6724,1622
6725,3525
6726,8468
6727,35009
6728,9750
6729,7950
6730,2460
6731,9234
6732,8023
6733,5750
6734,1778
6735,26036
6736,35271
6737,7735
6738,32109
6739,9525
6740,10929
6741,4802
6742,4942
6743,16200
6744,5040
6745,7941
6746,15000
6747,13673
6748,13056
6749,7140
6750,3475
6751,1200
6752,53143
6753,10757
6754,5000
6755,13002
6756,5880
6757,5200
6758,8320
6759,5000
6760,6144
6761,7003
6762,4600
6763,12511
6764,5185
6765,28703
6766,7680
6767,7350
6768,8000
6769,4650
6770,5800
6771,13800
6772,9540
6773,8372
6774,7400
6775,6000
6776,5120
6777,1204
6778,13100
6779,2885
6780,7421
6781,9715
6782,6064
6783,7200
6784,6000
6785,45860
6786,8910
6787,8540
6788,6800
6789,9195
6790,9195
6791,1608
6792,11935
6793,9024
6794,112521
6795,9804
6796,7875
6797,7809
6798,9686
6799,6871
6800,19900
6801,2500
6802,12534
6803,6685
6804,4218
6805,12765
6806,10125
6807,9600
6808,8750
6809,4244
6810,7800
6811,8149
6812,5100
6813,9120
6814,6865
6815,3610
6816,9760
6817,4608
6818,4800
6819,7056
6820,6200
6821,2162
6822,10905
6823,12017
6824,7226
6825,15416
6826,4030
6827,7208
6828,5000
6829,4720
6830,10015
6831,16133
6832,5602
6833,8320
6834,8968
6835,8910
6836,16538
6837,4600
6838,2500
6839,3746
6840,5820
6841,8674
6842,98445
6843,10296
6844,4997
6845,45738
6846,6500
6847,40973
6848,9147
6849,18730
6850,8526
6851,7800
6852,7800
6853,4410
6854,11740
6855,9231
6856,8560
6857,11400
6858,8640
6859,1332
6860,4187
6861,8250
6862,5854
6863,8505
6864,8067
6865,3000
6866,8100
6867,219978
6868,16238
6869,5175
6870,9594
6871,9827
6872,13477
6873,6875
6874,8532
6875,5300
6876,5643
6877,12414
6878,4000
6879,7200
6880,10481
6881,9055
6882,11760
6883,5559
6884,8364
6885,8064
6886,9000
6887,6250
6888,5564
6889,10875
6890,6150
6891,8752
6892,6150
6893,2260
6894,6060
6895,2040
6896,5433
6897,7200
6898,13350
6899,6800
6900,14016
6901,9601
6902,7650
6903,7650
6904,8796
6905,25663
6906,25639
6907,5102
6908,11347
6909,7200
6910,2631
6911,36893
6912,86225
6913,4000
6914,5400
6915,9266
6916,13843
6917,3400
6918,5766
