,population
5226,660
5227,1800
5228,3570
5229,3050
5230,820
5231,3610
5232,1490
5233,1560
5234,1660
5235,1180
5236,960
5237,1630
5238,2260
5239,1520
5240,3050
5241,1000
5242,2650
5243,1750
5244,1770
5245,1770
5246,770
5247,3370
5248,2130
5249,1050
5250,2803
5251,2080
5252,2080
5253,2120
5254,2550
5255,1290
5256,1790
5257,2720
5258,1040
5259,840
5260,1650
5261,2080
5262,1540
5263,3880
5264,1860
5265,1280
5266,3200
5267,2200
5268,1570
5269,2074
5270,2450
5271,2520
5272,2190
5273,2190
5274,2320
5275,1370
5276,1730
5277,1640
5278,1300
5279,1560
5280,1120
5281,2670
5282,3810
5283,1440
5284,1200
5285,1520
5286,2500
5287,2010
5288,1210
5289,1100
5290,1050
5291,2120
5292,1240
5293,3460
5294,1270
5295,2980
5296,1250
5297,1740
5298,1730
5299,1240
5300,1670
5301,2140
5302,2530
5303,960
5304,4130
5305,1710
5306,1490
5307,4750
5308,3400
5309,2210
5310,1650
5311,1260
5312,1960
5313,1800
5314,1940
5315,2820
5316,2820
5317,720
5318,1640
5319,1560
5320,1560
5321,1910
5322,1570
5323,2038
5324,1720
5325,1670
5326,2830
5327,1690
5328,1620
5329,2360
5330,1480
5331,2700
5332,1780
5333,1430
5334,2160
5335,1800
5336,1930
5337,1960
5338,1920
5339,1470
5340,2980
5341,2980
5342,2360
5343,1790
5344,2130
5345,2030
5346,1790
5347,2260
5348,2350
5349,1690
5350,1320
5351,2690
5352,2810
5353,2280
5354,2870
5355,3030
5356,2940
5357,1190
5358,1800
5359,1580
5360,1730
5361,1910
5362,1000
5363,2520
5364,1420
5365,3080
5366,1060
5367,2160
5368,4060
5369,1940
5370,2250
5371,1620
5372,920
5373,1370
5374,920
5375,1360
5376,1630
5377,3610
5378,3010
5379,2320
5380,3290
5381,2040
5382,1920
5383,2120
5384,2170
5385,1330
5386,1580
5387,3580
5388,2580
5389,1930
5390,2120
5391,1990
5392,1310
5393,2670
5394,1910
5395,1530
5396,2920
5397,1010
5398,2450
5399,1820
5400,2090
5401,2200
5402,2250
5403,1450
5404,2280
5405,2720
5406,2250
5407,1090
5408,1970
5409,2780
5410,2290
5411,2330
5412,4060
5413,1470
5414,1620
5415,3220
5416,3270
5417,2160
5418,1150
5419,2240
5420,1280
5421,840
5422,1680
5423,2330
5424,3030
5425,2880
5426,2910
5427,3090
5428,2720
5429,1310
5430,1790
5431,2830
5432,3150
5433,3930
5434,2840
5435,2480
5436,1930
5437,1260
5438,670
5439,3930
5440,3160
5441,1770
5442,2240
5443,990
5444,1580
5445,1560
5446,2640
5447,2120
5448,1200
5449,5040
5450,1460
5451,4890
5452,1580
5453,2100
5454,2060
5455,1690
5456,3370
5457,2330
5458,1820
5459,1890
5460,3820
5461,2770
5462,3020
5463,1170
5464,1270
5465,1950
5466,2230
5467,2220
5468,2060
5469,1100
5470,1140
5471,1980
5472,2480
5473,1050
5474,1260
5475,1680
5476,1360
5477,2450
5478,2260
5479,1060
5480,3720
5481,1610
5482,3350
5483,790
5484,1660
5485,1420
5486,2050
5487,1250
5488,1700
5489,2660
5490,1350
5491,1810
5492,2210
5493,2120
5494,2470
5495,2700
5496,1760
5497,1930
5498,1680
5499,1390
5500,2240
5501,1980
5502,1830
5503,980
5504,3550
5505,1660
5506,2490
5507,2329
5508,1790
5509,2830
5510,1160
5511,1000
5512,2540
5513,1750
5514,2890
5515,1870
5516,2200
5517,1300
5518,3410
5519,1160
5520,2100
5521,1490
5522,3280
5523,1450
5524,1930
5525,1660
5526,1260
5527,1170
5528,3350
5529,1420
5530,2170
5531,1800
5532,2000
5533,1660
5534,1540
5535,1160
5536,1700
5537,1580
5538,2080
5539,1030
5540,1770
5541,1540
5542,2650
5543,2690
5544,2210
5545,2390
5546,2580
5547,2160
5548,2230
5549,2000
5550,1280
5551,2810
5552,1680
5553,2150
5554,2820
5555,1750
5556,1060
5557,2430
5558,2660
5559,1670
5560,1380
5561,4160
5562,1790
5563,1940
5564,1390
5565,2200
5566,1264
5567,1095
5568,850
5569,1760
5570,690
5571,1400
5572,1810
5573,1310
5574,1400
5575,2350
5576,1150
5577,1710
5578,1660
5579,1950
5580,1780
5581,2450
5582,2060
5583,1540
5584,1650
5585,1160
5586,1440
5587,2150
5588,1060
5589,2620
5590,1630
5591,1840
5592,820
5593,820
5594,2010
5595,1990
5596,2990
5597,2540
5598,1640
5599,2500
5600,4020
5601,1500
5602,1594
5603,2130
5604,1130
5605,1690
5606,1440
5607,3270
5608,4350
5609,1610
5610,950
5611,1010
5612,1420
5613,1200
5614,2020
5615,3390
5616,1700
5617,3410
5618,2030
5619,2860
5620,1690
5621,760
5622,1780
5623,1550
5624,4090
5625,880
5626,1320
5627,950
5628,1390
5629,1900
5630,1392
5631,3340
5632,2750
5633,1400
5634,2220
5635,1210
5636,2390
5637,1870
5638,940
5639,1120
5640,1250
5641,1060
5642,2410
5643,2844
5644,2200
5645,3460
5646,1580
5647,1520
5648,2260
5649,1800
5650,2650
5651,1000
5652,2300
5653,1080
5654,902
5655,730
5656,2600
5657,1570
5658,2876
5659,2290
5660,1470
5661,2620
5662,2680
5663,2020
5664,2100
5665,1510
5666,2850
5667,4280
5668,3238
5669,2740
5670,2020
5671,1520
5672,3860
5673,1600
5674,2090
5675,4020
5676,2910
5677,900
5678,1720
5679,3030
5680,3030
5681,2190
5682,1680
5683,1210
5684,1120
5685,3180
5686,920
5687,700
5688,2540
5689,2100
5690,1540
5691,1420
5692,1450
5693,1550
5694,1920
5695,1920
5696,2510
5697,1660
5698,3990
5699,2350
5700,1350
5701,2980
5702,6390
5703,1590
5704,1400
5705,1880
5706,3500
5707,1370
5708,2810
5709,2220
5710,2110
5711,1720
5712,1780
5713,1410
5714,2110
5715,2700
5716,2610
5717,1660
5718,4570
5719,3760
5720,1610
5721,1740
5722,3530
5723,840
5724,840
5725,1470
5726,2470
5727,2220
5728,1720
5729,2700
5730,950
5731,1790
5732,1610
5733,2290
5734,2170
5735,2100
5736,2320
5737,1120
5738,1530
5739,3490
5740,1180
5741,2050
5742,2360
5743,2570
5744,1270
5745,1250
5746,2510
5747,2690
5748,2900
5749,3830
5750,1280
5751,4350
5752,1370
5753,1230
5754,2440
5755,4410
5756,910
5757,910
5758,2150
5759,2150
5760,3190
5761,2130
5762,2740
5763,3150
5764,1450
5765,2400
5766,2280
5767,2310
5768,2460
5769,4200
5770,1620
5771,2170
5772,2880
5773,3280
5774,2900
5775,2160
5776,2250
5777,1340
5778,1390
5779,1600
5780,2050
5781,2570
5782,2660
5783,1540
5784,2640
5785,1210
5786,3760
5787,1350
5788,2600
5789,3900
5790,1340
5791,1760
5792,1840
5793,2980
5794,1730
5795,1650
5796,3370
5797,2200
5798,2180
5799,1490
5800,1530
5801,1180
5802,2080
5803,3200
5804,1880
5805,2510
5806,1060
5807,2130
5808,1320
5809,1040
5810,1150
5811,2120
5812,2130
5813,2340
5814,2250
5815,1890
5816,1140
5817,2780
5818,2390
5819,2390
5820,2680
5821,1560
5822,1130
5823,1120
5824,2050
5825,2600
5826,1050
5827,2600
5828,2811
5829,4060
5830,2260
5831,4430
5832,600
5833,2430
5834,3420
5835,1180
5836,2010
5837,1230
5838,2750
5839,1300
5840,1150
5841,2220
5842,2050
5843,1700
5844,1610
5845,2720
5846,2190
5847,2730
5848,2490
5849,1510
5850,4720
5851,3810
5852,1950
5853,1300
5854,1610
5855,2040
5856,700
5857,970
5858,910
5859,1060
5860,2180
5861,2050
5862,750
5863,800
5864,3470
5865,1390
5866,900
5867,1050
5868,2410
5869,1180
5870,1140
5871,700
5872,2060
5873,2230
5874,1950
5875,2100
5876,2130
5877,1880
5878,2310
5879,880
5880,5450
5881,1290
5882,1010
5883,1690
5884,1350
5885,680
5886,2860
5887,610
5888,2660
5889,1390
5890,2290
5891,2110
5892,1200
5893,2360
5894,2350
5895,1590
5896,1810
5897,1900
5898,1250
5899,3280
5900,870
5901,3570
5902,3780
5903,1190
5904,2280
5905,1030
5906,2870
5907,1520
5908,3700
5909,2240
5910,1920
5911,2560
5912,1840
5913,2080
5914,1600
5915,2168
5916,860
5917,2100
5918,1140
5919,3090
5920,1330
5921,1360
5922,3420
5923,2180
5924,1800
5925,1120
5926,2980
5927,2600
5928,1550
5929,3330
5930,2200
5931,3840
5932,840
5933,1270
5934,3240
5935,2480
5936,4470
5937,1780
5938,1850
5939,2200
5940,2760
5941,1090
5942,3090
5943,820
5944,1445
5945,1810
5946,1620
5947,1060
5948,1050
5949,1010
5950,2050
5951,970
5952,1540
5953,3000
5954,3190
5955,1870
5956,2200
5957,3070
5958,3730
5959,2440
5960,990
5961,4160
5962,3670
5963,910
5964,1940
5965,1780
5966,2200
5967,6410
5968,2070
5969,2040
5970,2320
5971,1440
5972,1700
5973,1700
5974,2050
5975,800
5976,1800
5977,1460
5978,1290
5979,1900
5980,1480
5981,2090
5982,1950
5983,1250
5984,990
5985,2740
5986,1260
5987,2150
5988,1750
5989,2880
5990,2590
5991,2430
5992,1470
5993,2020
5994,610
5995,3000
5996,920
5997,1070
5998,3410
5999,1820
6000,1060
6001,3070
6002,2300
6003,1610
6004,2830
6005,970
6006,1680
6007,2040
6008,1450
6009,2870
6010,1870
6011,2490
6012,3350
6013,3190
6014,1560
6015,2750
6016,920
6017,1140
6018,2520
6019,3150
6020,2040
6021,1780
6022,2240
6023,3270
6024,3110
6025,1850
6026,1570
6027,750
6028,2240
6029,1870
6030,2683
6031,1490
6032,2340
6033,1700
6034,1450
6035,3310
6036,1520
6037,1260
6038,1840
6039,1750
6040,1450
6041,6330
6042,1260
6043,2100
6044,2430
6045,4250
6046,1830
6047,1310
6048,3090
6049,2560
6050,1930
6051,1460
6052,3460
6053,3290
6054,820
6055,1480
6056,1420
6057,2790
6058,1390
6059,950
6060,3000
6061,1280
6062,870
6063,1360
6064,1000
6065,2740
6066,1560
6067,2590
6068,1850
6069,2500
6070,3280
6071,670
6072,2890
6073,3000
6074,1920
6075,1960
6076,2000
6077,3600
6078,2740
6079,3650
6080,2310
6081,2095
6082,1560
6083,1880
6084,840
6085,2730
6086,860
6087,2320
6088,1540
6089,890
6090,4290
6091,1950
6092,1010
6093,2830
6094,1500
6095,3370
6096,3160
6097,1110
6098,3830
6099,3160
6100,2100
6101,2240
6102,1060
6103,2350
6104,1940
6105,1160
6106,1840
6107,2260
6108,840
6109,2830
6110,1600
6111,1370
6112,1960
6113,1470
6114,2740
6115,1090
6116,2460
6117,1820
6118,1960
6119,1760
6120,720
6121,3470
6122,1370
6123,2370
6124,1390
6125,1840
6126,2790
6127,1460
6128,2620
6129,2230
6130,3250
6131,1190
6132,2090
6133,2580
6134,2100
6135,3160
6136,2090
6137,1570
6138,1020
6139,1300
6140,2110
6141,1210
6142,1990
6143,1630
6144,1384
6145,3380
6146,2480
6147,1270
6148,1010
6149,1490
6150,820
6151,1810
6152,3060
6153,2980
6154,3440
6155,1820
6156,2320
6157,2620
6158,2190
6159,1780
6160,2200
6161,1600
6162,2450
6163,2680
6164,1850
6165,1740
6166,1490
6167,1960
6168,1380
6169,1510
6170,1410
6171,1440
6172,920
6173,1090
6174,2790
6175,1840
6176,1340
6177,2570
6178,3010
6179,2160
6180,2140
6181,2090
6182,1810
6183,1760
6184,2500
6185,930
6186,3030
6187,1460
6188,2940
6189,3360
6190,2110
6191,2740
6192,1070
6193,1680
6194,2260
6195,5860
6196,2380
6197,3320
6198,1050
6199,2070
6200,1790
6201,840
6202,990
6203,4120
6204,1620
6205,1340
6206,1500
6207,1300
6208,3100
6209,3380
6210,2660
6211,1700
6212,1840
6213,890
6214,2800
6215,2010
6216,1380
6217,1210
6218,1280
6219,4090
6220,1580
6221,1910
6222,1740
6223,1130
6224,1970
6225,1780
6226,1670
6227,1360
6228,1840
6229,1255
6230,1840
6231,2960
6232,1430
6233,5990
6234,3480
6235,4260
6236,1820
6237,1290
6238,2130
6239,1170
6240,1730
6241,880
6242,2380
6243,1330
6244,1780
6245,1220
6246,2490
6247,1180
6248,2310
6249,1440
6250,1620
6251,2620
6252,3710
6253,1040
6254,3320
6255,800
6256,2040
6257,1960
6258,2670
6259,2930
6260,830
6261,2290
6262,2510
6263,1280
6264,1810
6265,2080
6266,1680
6267,1660
6268,1650
6269,1420
6270,2240
6271,1230
6272,1260
6273,2060
6274,3090
6275,3220
6276,2020
6277,1910
6278,1150
6279,2730
6280,2890
6281,2280
6282,1040
6283,2440
6284,1720
6285,3430
6286,2570
6287,4360
6288,2060
6289,3020
6290,2340
6291,2400
6292,1610
6293,1090
6294,1470
6295,1670
6296,1850
6297,3940
6298,2330
6299,2020
6300,1300
6301,1180
6302,1320
6303,2520
6304,1680
6305,2000
6306,1180
6307,3330
6308,1880
6309,2990
6310,1510
6311,3110
6312,2150
6313,1900
6314,2720
6315,1560
6316,1990
6317,1740
6318,2130
6319,1510
6320,2100
6321,2344
6322,1970
6323,1470
6324,940
6325,1780
6326,2230
6327,3570
6328,1920
6329,1290
6330,1880
6331,2960
6332,1840
6333,1890
6334,1820
6335,4370
6336,1530
6337,1030
6338,2000
6339,1730
6340,3620
6341,2040
6342,2640
6343,1600
6344,1480
6345,700
6346,700
6347,3520
6348,1650
6349,1360
6350,1350
6351,1970
6352,1470
6353,1610
6354,810
6355,2820
6356,1900
6357,1830
6358,1730
6359,2110
6360,3060
6361,2620
6362,1088
6363,1400
6364,1540
6365,1540
6366,2310
6367,1730
6368,2070
6369,900
6370,860
6371,2980
6372,2980
6373,2740
6374,1790
6375,1750
6376,3610
6377,1430
6378,1570
6379,2280
6380,940
6381,2920
6382,2260
6383,2000
6384,1440
6385,2310
6386,2300
6387,1490
6388,1830
6389,4440
6390,4970
6391,1000
6392,4940
6393,1980
6394,1560
6395,870
6396,840
6397,1250
6398,3120
6399,750
6400,710
6401,2290
6402,3750
6403,980
6404,1590
6405,940
6406,1750
6407,1460
6408,1540
6409,2560
6410,1660
6411,1880
6412,3500
6413,1840
6414,1060
6415,1790
6416,810
6417,2600
6418,3230
6419,2240
6420,3400
6421,3140
6422,2780
6423,2320
6424,1370
6425,2230
6426,1610
6427,3410
6428,2810
6429,1850
6430,1790
6431,1150
6432,2420
6433,1580
6434,1760
6435,1760
6436,2750
6437,920
6438,960
6439,1120
6440,1560
6441,1380
6442,1940
6443,1810
6444,1100
6445,1980
6446,1340
6447,1680
6448,2060
6449,2620
6450,1610
6451,1490
6452,1900
6453,3440
6454,1840
6455,2330
6456,2250
6457,2000
6458,3010
6459,1680
6460,1530
6461,970
6462,1550
6463,1660
6464,3680
6465,3210
6466,1480
6467,3600
6468,1700
6469,1680
6470,1550
6471,3780
6472,2360
6473,1810
6474,2290
6475,3370
6476,2090
6477,2130
6478,2060
6479,1560
6480,730
6481,2910
6482,2490
6483,1710
6484,1520
6485,2930
6486,3160
6487,2910
6488,1700
6489,810
6490,2000
6491,1894
6492,2080
6493,1730
6494,720
6495,3560
6496,1210
6497,2130
6498,1570
6499,3950
6500,3450
6501,7220
6502,1150
6503,1500
6504,1300
6505,1290
6506,2510
6507,2320
6508,5480
6509,2030
6510,2060
6511,2920
6512,3330
6513,2110
6514,1175
6515,1590
6516,1070
6517,2720
6518,2980
6519,1160
6520,3580
6521,3020
6522,2380
6523,2270
6524,1660
6525,830
6526,2480
6527,1900
6528,1670
6529,2000
6530,2320
6531,1860
6532,2110
6533,1400
6534,1400
6535,2850
6536,1370
6537,2170
6538,2570
6539,1970
6540,2980
6541,2300
6542,1990
6543,2390
6544,2160
6545,3300
6546,1840
6547,2030
6548,1400
6549,2320
6550,1410
6551,1860
6552,1820
6553,1910
6554,1540
6555,1430
6556,1010
6557,940
6558,2600
6559,2060
6560,1920
6561,2900
6562,1020
6563,2150
6564,1660
6565,1230
6566,2170
6567,1280
6568,2240
6569,1780
6570,1840
6571,1740
6572,3040
6573,2370
6574,2100
6575,1470
6576,1300
6577,3420
6578,1190
6579,2080
6580,2180
6581,1460
6582,1530
6583,4740
6584,1980
6585,1710
6586,1160
6587,2200
6588,1170
6589,1120
6590,1710
6591,1650
6592,2840
6593,3310
6594,1860
6595,2250
6596,2890
6597,2120
6598,2130
6599,1170
6600,2120
6601,1280
6602,3170
6603,2260
6604,2930
6605,1060
6606,1740
6607,2990
6608,3530
6609,2960
6610,1650
6611,2720
6612,1516
6613,4386
6614,2580
6615,960
6616,1460
6617,3840
6618,2090
6619,2470
6620,2090
6621,2070
6622,1650
6623,1880
6624,2060
6625,1410
6626,2770
6627,1390
6628,5440
6629,1280
6630,1720
6631,1720
6632,3040
6633,3780
6634,2670
6635,1350
6636,3490
6637,870
6638,2410
6639,1640
6640,1540
6641,2370
6642,1830
6643,2330
6644,2240
6645,1700
6646,1750
6647,1100
6648,2320
6649,2540
6650,3090
6651,770
6652,2370
6653,1200
6654,2200
6655,2660
6656,1600
6657,1330
6658,3440
6659,2510
6660,2150
6661,1180
6662,680
6663,2840
6664,1820
6665,1070
6666,1250
6667,2190
6668,3000
6669,2270
6670,4500
6671,3400
6672,2830
6673,960
6674,1530
6675,2500
6676,1560
6677,2070
6678,2710
6679,3150
6680,1880
6681,1250
6682,2290
6683,1990
6684,2100
6685,940
6686,1640
6687,1860
6688,2100
6689,1500
6690,1680
6691,3900
6692,1400
6693,2600
6694,1440
6695,1870
6696,2960
6697,2440
6698,1122
6699,1060
6700,2150
6701,3100
6702,880
6703,2490
6704,1080
6705,2530
6706,1200
6707,2850
6708,2950
6709,1160
6710,3420
6711,2240
6712,1450
6713,1820
6714,4700
6715,2430
6716,1960
6717,1440
6718,2730
6719,910
6720,910
6721,2430
6722,3350
6723,2320
6724,1260
6725,1980
6726,1580
6727,2710
6728,1400
6729,2410
6730,1790
6731,1640
6732,1670
6733,970
6734,1610
6735,2060
6736,3570
6737,1400
6738,3470
6739,1210
6740,3930
6741,990
6742,2200
6743,1510
6744,1620
6745,1580
6746,1260
6747,2190
6748,1230
6749,2030
6750,780
6751,1110
6752,2790
6753,1660
6754,3410
6755,2390
6756,1850
6757,2500
6758,1000
6759,2450
6760,1440
6761,1660
6762,2510
6763,3090
6764,860
6765,1220
6766,1010
6767,2390
6768,3340
6769,3620
6770,4200
6771,3831
6772,1980
6773,1790
6774,1580
6775,2460
6776,2110
6777,1470
6778,3510
6779,520
6780,1950
6781,770
6782,2250
6783,4040
6784,2360
6785,2330
6786,1720
6787,1900
6788,1040
6789,2070
6790,2070
6791,1550
6792,2020
6793,3320
6794,4130
6795,2030
6796,1770
6797,3330
6798,2260
6799,1950
6800,2930
6801,1960
6802,2980
6803,780
6804,1650
6805,4030
6806,1010
6807,1190
6808,1050
6809,1560
6810,1490
6811,770
6812,620
6813,1200
6814,2120
6815,2330
6816,2000
6817,2820
6818,2040
6819,1700
6820,820
6821,1315
6822,1390
6823,1890
6824,1460
6825,1480
6826,1840
6827,1880
6828,1910
6829,2220
6830,1410
6831,3380
6832,1950
6833,2400
6834,1560
6835,1040
6836,3090
6837,1850
6838,1200
6839,2190
6840,1380
6841,3710
6842,2320
6843,1110
6844,1830
6845,2460
6846,1270
6847,1700
6848,1130
6849,1640
6850,1040
6851,2320
6852,1200
6853,1720
6854,2330
6855,4410
6856,1650
6857,1370
6858,1770
6859,1410
6860,1710
6861,790
6862,2770
6863,1260
6864,2300
6865,1070
6866,3850
6867,2320
6868,2870
6869,1830
6870,1990
6871,1110
6872,1830
6873,3600
6874,3210
6875,1490
6876,990
6877,1646
6878,720
6879,2310
6880,2670
6881,3060
6882,1380
6883,700
6884,1710
6885,1450
6886,2060
6887,2380
6888,2760
6889,940
6890,1760
6891,1360
6892,2010
6893,2160
6894,930
6895,1020
6896,1360
6897,1720
6898,1790
6899,1150
6900,2710
6901,2400
6902,1660
6903,1660
6904,2290
6905,2870
6906,4240
6907,1800
6908,2960
6909,1980
6910,1730
6911,3020
6912,4470
6913,2830
6914,2120
6915,2150
6916,3510
6917,970
6918,1360
6919,1470
6920,3040
6921,860
6922,820
6923,1900
6924,1330
6925,1240
6926,1330
6927,1880
6928,1890
6929,2250
6930,4650
6931,1830
6932,720
6933,1960
6934,1220
6935,1800
6936,1340
6937,1740
6938,1680
6939,3220
6940,1610
6941,3160
6942,2520
6943,2120
6944,2090
6945,1330
6946,2420
6947,1510
6948,2120
6949,1850
6950,2300
6951,2600
6952,5180
6953,1810
6954,2190
6955,2500
6956,1890
6957,2040
6958,1310
6959,4010
6960,1780
6961,1980
6962,3690
6963,1540
6964,1130
6965,2480
6966,2580
6967,2010
6968,2320
6969,1180
6970,3180
6971,2970
6972,3050
6973,1630
6974,1620
6975,2170
6976,2150
6977,1770
6978,2110
6979,1590
6980,1370
6981,1390
6982,1640
6983,2670
6984,5400
6985,1690
6986,2600
6987,1400
6988,2140
6989,1640
6990,1720
6991,3060
6992,1150
6993,2000
6994,4810
6995,1560
6996,2070
6997,1920
6998,1000
6999,1690
7000,3090
7001,1790
7002,4750
7003,2090
7004,680
7005,2100
7006,2840
7007,1470
7008,4490
7009,1150
7010,1460
7011,3150
7012,1090
7013,2670
7014,2110
7015,1770
7016,1510
7017,530
7018,2420
7019,2490
7020,990
7021,1730
7022,1440
7023,3260
7024,1950
7025,2740
7026,2940
7027,1200
7028,2070
7029,1570
7030,1050
7031,1830
7032,970
7033,2200
7034,1930
7035,7050
7036,1790
7037,1560
7038,2780
7039,1720
7040,1640
7041,1730
7042,740
7043,2280
7044,2090
7045,2550
7046,3350
7047,2770
7048,2860
7049,1990
7050,1740
7051,1460
7052,3670
7053,3270
7054,1210
7055,1770
7056,1980
7057,2650
7058,3040
7059,3640
7060,1810
7061,1380
7062,1810
7063,2250
7064,3860
7065,2380
7066,1370
7067,1830
7068,1440
7069,2510
7070,3230
7071,1670
7072,780
7073,1720
7074,2260
7075,1480
7076,2550
7077,3920
7078,2286
7079,1500
7080,1740
7081,2880
7082,2600
7083,3320
7084,1660
7085,1990
7086,1680
7087,1570
7088,1150
7089,1270
7090,1890
7091,1350
7092,1650
7093,1450
7094,1640
7095,2030
7096,2420
7097,2770
7098,1980
7099,1460
7100,1610
7101,1010
7102,2760
7103,1060
7104,1510
7105,880
7106,2150
7107,1660
7108,2160
7109,1370
7110,1460
7111,1450
7112,1560
7113,2480
7114,740
7115,2927
7116,2260
7117,1240
7118,2040
7119,1270
7120,4370
7121,1700
7122,1300
7123,1820
7124,880
7125,1870
7126,1350
7127,4870
7128,2460
7129,1720
7130,2730
7131,1100
7132,1810
7133,930
7134,1590
7135,2710
7136,1460
7137,3400
7138,2920
7139,910
7140,1320
7141,2490
7142,2220
7143,1130
7144,2750
7145,2240
7146,2680
7147,1270
7148,1520
7149,2480
7150,960
7151,1340
7152,1090
7153,2240
7154,3740
7155,1800
7156,780
7157,1330
7158,1900
7159,1570
7160,3100
7161,2740
7162,1570
7163,1330
7164,1140
7165,1550
7166,1290
7167,1510
7168,2720
7169,840
7170,1850
7171,2290
7172,3200
7173,1800
7174,860
7175,1980
7176,2140
7177,2410
7178,1650
7179,1650
7180,2410
7181,1520
7182,2050
7183,1720
7184,2390
7185,1680
7186,1060
7187,1860
7188,1750
7189,1480
7190,1900
7191,6210
7192,1440
7193,1910
7194,2010
7195,960
7196,1240
7197,870
7198,1400
7199,1850
7200,4270
7201,2260
7202,2690
7203,2780
7204,1140
7205,2900
7206,2830
7207,2560
7208,1240
7209,2100
7210,3120
7211,970
7212,2300
7213,950
7214,2110
7215,2990
7216,2940
7217,1860
7218,1820
7219,1950
7220,1890
7221,2710
7222,2150
7223,3720
7224,2580
7225,1540
7226,1050
7227,1210
7228,2040
7229,980
7230,1990
7231,2420
7232,1240
7233,1530
7234,2080
7235,3570
7236,4230
7237,2700
7238,2200
7239,1210
7240,2140
7241,2740
7242,1370
7243,2800
7244,1060
7245,790
7246,790
7247,2820
7248,1850
7249,1110
7250,3230
7251,1460
7252,12050
7253,3480
7254,3560
7255,840
7256,1820
7257,1630
7258,1920
7259,1750
7260,2750
7261,620
7262,1720
7263,1800
7264,1300
7265,1970
7266,1740
7267,1930
7268,1190
7269,4250
7270,4360
7271,3420
7272,4260
7273,920
7274,1040
7275,1260
7276,2460
7277,830
7278,2060
7279,2210
7280,5480
7281,1860
7282,1350
7283,2790
7284,1570
7285,2030
7286,2570
7287,1210
7288,1530
7289,1510
7290,1720
7291,2190
7292,3030
7293,1410
7294,1679
7295,1980
7296,1900
7297,1720
7298,2480
7299,1210
7300,1540
7301,2740
7302,1811
7303,2720
7304,1520
7305,2160
7306,1390
7307,1740
7308,2849
7309,1440
7310,3000
7311,3330
7312,1720
7313,3920
7314,1500
7315,2050
7316,1180
7317,1600
7318,1260
7319,1290
7320,2680
7321,2370
7322,2310
7323,1450
7324,2680
7325,1030
7326,1320
7327,670
7328,2670
7329,2440
7330,3370
7331,940
7332,1100
7333,2520
7334,1400
7335,1880
7336,2800
7337,2500
7338,810
7339,1720
7340,2170
7341,4530
7342,1440
7343,2850
7344,2620
7345,1676
7346,5850
7347,1910
7348,1670
7349,2050
7350,3730
7351,1800
7352,2230
7353,1670
7354,1400
7355,2110
7356,2160
7357,2420
7358,3320
7359,3220
7360,1340
7361,2490
7362,1640
7363,1420
7364,3340
7365,1580
7366,2170
7367,1370
7368,2840
7369,1940
7370,1757
7371,980
7372,2470
7373,1610
7374,1590
7375,780
7376,720
7377,1630
7378,1590
7379,2310
7380,2320
7381,1660
7382,2070
7383,2500
7384,940
7385,1990
7386,2620
7387,3730
7388,1600
7389,2095
7390,4230
7391,3200
7392,2050
7393,2020
7394,3270
7395,1320
7396,1270
7397,1980
7398,2620
7399,1750
7400,1040
7401,1900
7402,1660
7403,1530
7404,4280
7405,2870
7406,2540
7407,2100
7408,1740
7409,2441
7410,1810
7411,2060
7412,3160
7413,2930
7414,1310
7415,4800
7416,1450
7417,1900
7418,1050
7419,1610
7420,720
7421,1020
7422,1250
7423,3200
7424,990
7425,2850
7426,4240
7427,2800
7428,2310
7429,1490
7430,1840
7431,1740
7432,3280
7433,4050
7434,2160
7435,2720
7436,3650
7437,1750
7438,2450
7439,1940
7440,3280
7441,2480
7442,2120
7443,1710
7444,1690
7445,2190
7446,1960
7447,1510
7448,1490
7449,2210
7450,2340
7451,940
7452,1470
7453,1650
7454,1400
7455,2710
7456,2150
7457,1900
7458,4380
7459,2290
7460,1690
7461,3090
7462,1120
7463,2680
7464,2400
7465,1610
7466,3470
7467,2070
7468,2420
7469,2380
7470,2120
7471,2190
7472,2740
7473,1830
7474,1370
7475,1000
7476,2050
7477,1750
7478,1620
7479,1710
7480,1060
7481,2170
7482,3080
7483,1320
7484,1920
7485,2440
7486,1640
7487,2420
7488,1190
7489,2910
7490,1010
7491,2080
7492,1990
7493,3920
7494,3080
7495,2670
7496,4320
7497,1200
7498,1640
7499,870
7500,2410
7501,2640
7502,990
7503,1500
7504,1790
7505,1490
7506,3960
7507,1620
7508,2270
7509,1150
7510,2180
7511,910
7512,2770
7513,940
7514,2410
7515,1010
7516,2120
7517,1530
7518,1810
7519,1040
7520,1160
7521,1430
7522,2280
7523,1200
7524,2480
7525,1270
7526,2730
7527,1340
7528,1240
7529,2400
7530,1220
7531,2163
7532,1860
7533,810
7534,1950
7535,1390
7536,2120
7537,1510
7538,1010
7539,1840
7540,1650
7541,2860
7542,2650
7543,1100
7544,1646
7545,5250
7546,1390
7547,780
7548,1490
7549,970
7550,3730
7551,1090
7552,1940
7553,1780
7554,1190
7555,2000
7556,1390
7557,1500
7558,1070
7559,1720
7560,3680
7561,1400
7562,1730
7563,2795
7564,2000
7565,1830
7566,3380
7567,1500
7568,1950
7569,2490
7570,1780
7571,1110
7572,2500
7573,1480
7574,2570
7575,810
7576,2700
7577,2180
7578,4330
7579,4210
7580,2880
7581,2610
7582,2010
7583,1500
7584,1290
7585,1320
7586,1290
